shopper_id,shopper_experience_years,shopper_specialties,shopper_avg_rating,shopper_clients_count,shopper_locale,client_id,client_age,client_gender,client_income_bracket,client_preferred_categories,client_loyalty_tier,days_since_last_purchase,purchase_history_count,last_purchase_amount,recommended_product_ids,product_category,recommendation_channel,recommendation_datetime,time_to_purchase_hours,purchased
S0028,13,beauté,4.01,610,FR,C100172,75,M,medium,gaming;luxe,platinum,90,21,20.26,P799,mode,email,2024-01-15T05:44:57,-1.0,False
S0159,9,beauté,3.1,1866,FR,C100173,30,Other,low,luxe,none,1,26,46.18,P768|P453,maison,email,2024-03-26T14:49:23,18.0,True
S0164,1,tech;gadgets,3.37,193,FR,C100174,66,M,low,gaming;beauté,platinum,180,10,437.14,P836,voyage,app,2025-09-01T04:49:45,-1.0,False
S0113,15,mode;sport,3.4,696,FR,C100175,18,Other,medium,luxe;enfants,silver,180,1,380.49,P639,voyage,email,2025-10-20T00:49:52,-1.0,False
S0008,13,luxe;montres,4.44,1901,FR,C100176,67,Other,low,luxe;deco,silver,365,20,16.43,P948,gaming,in-store,2025-05-12T05:58:56,-1.0,False
S0076,5,mode;enfants,4.22,382,FR,C100177,40,Other,low,gaming,none,1,7,1.82,P721,mode,in-store,2024-07-19T16:27:45,-1.0,False
S0043,18,beauté;parfum,4.57,738,FR,C100178,34,F,medium,maison,platinum,7,10,13.16,P129,maison,email,2024-05-04T02:52:52,-1.0,False
S0124,3,beauté;parfum,3.65,141,FR,C100179,63,Other,low,accessoires,gold,7,1,199.72,P512,accessoires,email,2025-12-13T13:42:23,10.43,True
S0166,15,luxe;montres,4.54,1202,FR,C100180,23,F,high,beauté,none,90,14,512.44,P379,sport,in-store,2024-01-31T03:44:23,-1.0,False
S0126,17,mode;sport,3.19,1331,FR,C100181,51,Other,medium,deco;voyage,none,180,11,74.96,P798,tech,in-store,2024-06-24T18:14:17,-1.0,False
S0056,3,beauté,4.18,807,FR,C100182,24,F,medium,deco;luxe,none,180,10,163.21,P765,beauté,email,2024-07-25T02:11:11,-1.0,False
S0162,13,mode;sport,3.31,1449,FR,C100183,31,Other,medium,tech,gold,30,5,266.46,P624,maison,app,2025-07-21T10:18:16,82.15,True
S0025,6,mode;accessoires,4.19,125,FR,C100184,73,Other,medium,luxe;gaming,gold,1,1,314.66,P474,mode,phone,2025-07-10T20:38:01,-1.0,False
S0106,14,maison;deco,4.18,72,FR,C100185,36,F,medium,deco,silver,90,25,159.39,P447,beauté,app,2024-01-12T15:35:25,-1.0,False
S0007,8,tech;gadgets,3.75,435,FR,C100186,69,M,low,mode;accessoires,silver,180,5,130.84,P701|P450,accessoires,in-store,2024-09-06T09:29:18,-1.0,False
S0028,13,beauté,4.01,610,FR,C100187,37,Other,high,beauté;voyage,platinum,365,22,31.08,P635,voyage,in-store,2024-11-14T10:24:37,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C100188,22,M,medium,beauté;accessoires,none,90,19,159.5,P272,deco,email,2025-10-18T23:41:49,7.22,True
S0078,16,styling;conseil,3.24,853,FR,C100189,29,Other,high,enfants,silver,365,8,103.73,P795,enfants,app,2024-09-19T14:00:12,-1.0,False
S0150,9,mode;enfants,4.7,1909,FR,C100190,67,M,low,beauté,gold,14,10,421.73,P181|P984,gaming,in-store,2025-08-04T13:37:05,-1.0,False
S0081,3,tech;gadgets,3.96,123,FR,C100191,59,M,low,tech,gold,3,10,292.21,P933,enfants,in-store,2024-12-04T20:36:25,-1.0,False
S0061,19,luxe;montres,3.03,642,FR,C100192,52,Other,medium,tech,none,90,10,57.65,P452,beauté,email,2024-02-03T13:44:02,-1.0,False
S0020,16,beauté;parfum,4.99,1629,FR,C100193,28,M,medium,tech;voyage,platinum,14,14,471.25,P394,tech,phone,2025-11-07T05:17:45,-1.0,False
S0078,16,styling;conseil,3.24,853,FR,C100194,30,M,high,gaming;sport,none,180,13,46.75,P833,enfants,phone,2024-07-22T07:23:30,2.77,True
S0118,14,maison;deco,4.38,66,FR,C100195,18,F,medium,gaming,none,90,17,295.45,P137|P974,enfants,email,2024-10-05T05:25:00,27.37,True
S0082,6,styling;conseil,3.92,908,FR,C100196,24,M,high,maison,gold,60,16,23.86,P946,maison,phone,2025-11-03T17:56:34,-1.0,False
S0071,5,mode;accessoires,3.15,1838,FR,C100197,70,M,medium,enfants;tech,none,60,11,489.14,P360,tech,in-store,2024-01-16T11:37:07,-1.0,False
S0174,16,beauté;parfum,3.05,1948,FR,C100198,66,Other,medium,accessoires;luxe,gold,3,5,185.32,P391,mode,phone,2025-05-01T13:47:17,91.67,True
S0100,10,styling;conseil,3.72,63,FR,C100199,75,F,low,mode,gold,2,22,398.36,P134,deco,email,2024-11-11T09:58:23,-1.0,False
S0183,17,luxe;montres,4.55,1926,FR,C100200,41,Other,high,enfants;sport,silver,60,23,404.2,P844,tech,in-store,2025-06-14T19:00:12,-1.0,False
S0013,5,luxe;montres,3.02,267,FR,C100201,36,M,medium,gaming;sport,silver,90,3,335.21,P465,luxe,phone,2024-09-25T16:06:19,-1.0,False
S0023,1,mode;accessoires,4.69,1101,FR,C100202,43,Other,high,deco,none,365,10,131.97,P781,enfants,phone,2025-08-19T12:19:42,-1.0,False
S0196,11,luxe;montres,4.39,1491,FR,C100203,59,M,medium,sport,none,30,1,69.95,P105|P192,accessoires,phone,2024-09-02T08:09:28,-1.0,False
S0191,20,beauté;parfum,4.15,267,FR,C100204,39,F,medium,voyage;enfants,platinum,60,6,318.92,P827|P238,sport,app,2024-04-16T19:16:03,-1.0,False
S0038,20,beauté,3.51,448,FR,C100205,61,Other,high,accessoires;gaming,silver,90,9,47.59,P561|P957,enfants,email,2025-09-21T11:29:53,-1.0,False
S0185,6,maison;lifestyle,4.11,344,FR,C100206,34,Other,low,sport,gold,7,10,0.06,P239,voyage,phone,2024-08-02T12:18:13,-1.0,False
S0036,18,mode;accessoires,3.72,916,FR,C100207,40,M,medium,deco;tech,none,7,19,167.93,P473,accessoires,app,2024-10-02T12:09:27,-1.0,False
S0148,20,maison;deco,4.52,790,FR,C100208,27,M,high,gaming,none,3,11,289.25,P472,enfants,app,2025-02-09T01:47:21,-1.0,False
S0019,16,beauté;parfum,3.25,1301,FR,C100209,72,F,high,mode,none,14,15,173.28,P803|P607,deco,app,2025-03-10T16:44:34,-1.0,False
S0107,9,beauté,4.08,763,FR,C100210,72,F,low,gaming;tech,silver,14,1,28.5,P513,maison,phone,2025-12-11T20:33:05,-1.0,False
S0200,19,beauté,4.01,223,FR,C100211,54,Other,high,maison,none,365,1,60.29,P293|P121,accessoires,email,2024-09-08T11:44:08,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C100212,44,Other,medium,enfants,none,14,1,39.35,P315,sport,app,2024-07-20T04:51:54,-1.0,False
S0024,15,mode;sport,4.24,1191,FR,C100213,36,M,high,tech,platinum,365,8,470.39,P280,tech,email,2024-10-15T22:06:02,0.13,True
S0199,9,beauté;parfum,3.35,1115,FR,C100214,69,Other,low,deco,none,7,13,92.15,P592,enfants,in-store,2025-05-09T12:34:25,11.66,True
S0126,17,mode;sport,3.19,1331,FR,C100215,30,M,medium,tech,platinum,60,19,69.58,P257,gaming,phone,2024-09-20T05:54:26,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C100216,54,F,medium,enfants,platinum,180,7,252.46,P405,enfants,in-store,2024-03-24T22:33:23,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C100217,32,F,high,luxe;gaming,gold,7,1,67.72,P958|P378,maison,email,2025-09-21T22:26:23,-1.0,False
S0021,11,maison;lifestyle,3.01,220,FR,C100218,53,Other,high,enfants;mode,platinum,365,9,161.51,P420,gaming,email,2025-10-23T18:26:33,-1.0,False
S0111,10,maison;lifestyle,4.99,876,FR,C100219,52,M,low,enfants,gold,60,7,332.19,P855,sport,app,2024-12-13T13:14:46,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C100220,58,Other,high,deco;enfants,gold,90,9,65.82,P829,enfants,app,2024-02-24T05:18:25,-1.0,False
S0199,9,beauté;parfum,3.35,1115,FR,C100221,42,M,medium,mode;luxe,none,90,6,51.98,P202,deco,email,2024-12-17T17:37:11,-1.0,False
S0163,12,styling;conseil,3.24,1682,FR,C100222,60,M,medium,mode;tech,none,7,17,165.24,P584|P518,accessoires,in-store,2025-11-29T17:48:47,41.3,True
S0137,13,mode;sport,3.64,1614,FR,C100223,19,Other,low,deco,none,180,19,34.67,P618|P450,tech,phone,2025-06-11T05:33:42,-1.0,False
S0131,4,beauté,3.97,1566,FR,C100224,62,F,medium,deco,silver,180,3,33.6,P945|P155,enfants,email,2025-04-02T01:34:35,-1.0,False
S0056,3,beauté,4.18,807,FR,C100225,37,Other,high,enfants,silver,365,11,319.83,P126|P423,maison,phone,2024-04-24T22:30:37,-1.0,False
S0127,14,mode;accessoires,3.42,58,FR,C100226,23,Other,low,deco,silver,7,1,172.4,P273|P674,accessoires,email,2025-08-12T01:02:56,-1.0,False
S0021,11,maison;lifestyle,3.01,220,FR,C100227,44,Other,medium,beauté;gaming,gold,30,1,230.99,P851,enfants,in-store,2024-02-04T01:28:40,-1.0,False
S0136,8,mode;sport,4.54,1925,FR,C100228,73,F,high,beauté;gaming,platinum,180,1,255.38,P945,maison,email,2024-05-01T02:59:27,-1.0,False
S0130,9,mode;accessoires,3.63,392,FR,C100229,38,M,high,sport;accessoires,gold,180,22,233.27,P735,voyage,phone,2025-11-06T20:48:35,-1.0,False
S0047,11,luxe;montres,4.39,778,FR,C100230,67,F,low,enfants;gaming,none,1,13,80.99,P929,accessoires,in-store,2025-04-24T10:54:43,-1.0,False
S0145,11,beauté,4.5,847,FR,C100231,39,F,high,mode;accessoires,gold,3,7,40.47,P698,deco,phone,2025-01-19T09:54:32,-1.0,False
S0154,14,mode;enfants,3.03,1410,FR,C100232,42,F,medium,enfants,gold,365,3,24.43,P845,sport,phone,2024-02-15T20:58:07,-1.0,False
S0072,15,mode;accessoires,3.1,1634,FR,C100233,35,F,high,gaming,silver,60,15,452.27,P612|P711,voyage,app,2024-12-28T17:03:51,-1.0,False
S0042,16,mode;enfants,3.15,1000,FR,C100234,40,M,high,deco,none,1,29,79.72,P475,mode,phone,2025-09-29T09:36:10,-1.0,False
S0035,18,tech;gadgets,3.22,1596,FR,C100235,44,F,high,voyage;gaming,none,180,3,271.5,P949,deco,phone,2025-11-15T12:37:00,-1.0,False
S0179,6,maison;deco,3.2,971,FR,C100236,20,F,low,tech,none,1,12,18.05,P682,sport,email,2024-09-12T19:43:22,-1.0,False
S0113,15,mode;sport,3.4,696,FR,C100237,58,M,low,deco,silver,180,13,46.38,P902,voyage,app,2024-09-19T09:21:14,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C100238,19,M,high,enfants,platinum,3,1,220.2,P200,maison,app,2025-08-24T14:54:13,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C100239,25,M,low,mode;voyage,gold,14,15,401.31,P473,maison,email,2025-09-18T15:59:39,-1.0,False
S0189,9,mode;sport,4.88,1617,FR,C100240,61,M,low,enfants,silver,3,4,83.77,P384,gaming,app,2024-07-29T04:01:11,-1.0,False
S0131,4,beauté,3.97,1566,FR,C100241,34,Other,high,maison,gold,2,7,385.17,P997,mode,phone,2025-08-25T05:47:02,-1.0,False
S0003,6,beauté;parfum,3.59,1102,FR,C100242,54,M,medium,gaming;beauté,silver,90,16,91.02,P995,luxe,phone,2025-11-30T15:28:33,-1.0,False
S0081,3,tech;gadgets,3.96,123,FR,C100243,61,F,high,beauté;luxe,platinum,90,16,208.28,P524,accessoires,in-store,2025-12-19T21:42:48,43.22,True
S0184,3,mode;enfants,4.91,638,FR,C100244,48,M,low,gaming;deco,none,7,19,91.1,P461|P620,voyage,app,2025-08-01T06:34:14,-1.0,False
S0095,5,mode;accessoires,3.68,1793,FR,C100245,21,M,medium,voyage;enfants,silver,1,1,192.35,P801|P270,gaming,phone,2025-05-06T15:19:08,-1.0,False
S0022,7,luxe;montres,3.45,317,FR,C100246,55,Other,medium,enfants,none,14,5,81.14,P569,sport,in-store,2024-02-20T13:24:42,-1.0,False
S0132,8,maison;lifestyle,4.78,934,FR,C100247,21,Other,high,voyage;gaming,gold,1,1,110.91,P580,tech,in-store,2025-06-17T22:58:13,-1.0,False
S0048,7,maison;lifestyle,3.17,1421,FR,C100248,71,F,medium,tech,silver,30,1,259.28,P217|P926,accessoires,in-store,2024-07-04T16:22:58,-1.0,False
S0068,19,styling;conseil,4.79,847,FR,C100249,30,F,low,mode;tech,platinum,180,15,225.93,P962|P488,sport,email,2024-08-07T00:43:52,-1.0,False
S0033,9,beauté;parfum,4.34,1469,FR,C100250,25,M,high,gaming;luxe,platinum,180,13,59.84,P711,sport,in-store,2025-04-15T09:46:42,-1.0,False
S0174,16,beauté;parfum,3.05,1948,FR,C100251,64,F,low,accessoires,gold,14,12,138.47,P759,deco,in-store,2025-09-08T21:40:57,-1.0,False
S0187,14,beauté;parfum,4.58,1261,FR,C100252,21,M,low,beauté,platinum,60,11,131.14,P893|P678,tech,phone,2025-09-12T16:08:18,61.28,True
S0096,13,mode;accessoires,4.06,1682,FR,C100253,68,M,medium,deco,platinum,1,9,129.97,P144,deco,email,2025-02-26T08:39:18,-1.0,False
S0097,8,mode;sport,4.86,1052,FR,C100254,35,Other,medium,voyage;enfants,none,1,18,142.65,P455|P423,luxe,in-store,2025-07-03T09:41:27,5.65,True
S0079,19,beauté,4.18,684,FR,C100255,74,M,medium,gaming,platinum,90,1,422.97,P603|P330,accessoires,app,2024-08-03T19:56:15,-1.0,False
S0055,10,maison;lifestyle,3.81,264,FR,C100256,71,Other,high,deco;maison,platinum,365,20,381.2,P146,maison,email,2024-06-30T00:46:35,-1.0,False
S0150,9,mode;enfants,4.7,1909,FR,C100257,39,Other,high,voyage,none,30,14,236.36,P808,beauté,email,2025-11-14T20:08:29,12.75,True
S0057,19,mode;sport,4.55,1728,FR,C100258,39,Other,high,sport,silver,14,17,73.2,P889,accessoires,phone,2024-01-13T13:11:21,-1.0,False
S0155,2,beauté;parfum,3.93,166,FR,C100259,63,M,medium,deco,silver,14,2,350.25,P629,maison,app,2024-03-11T11:33:40,-1.0,False
S0145,11,beauté,4.5,847,FR,C100260,67,F,high,beauté,silver,7,8,9.57,P558,sport,app,2024-06-12T20:05:39,-1.0,False
S0079,19,beauté,4.18,684,FR,C100261,30,Other,low,deco,platinum,30,10,376.41,P441,maison,app,2024-10-09T19:54:43,-1.0,False
S0092,1,mode;sport,3.65,1478,FR,C100262,62,F,high,gaming;sport,silver,2,13,280.26,P327,accessoires,app,2024-01-15T13:38:20,-1.0,False
S0198,17,luxe;montres,4.88,1269,FR,C100263,43,Other,high,gaming,gold,2,14,416.19,P500|P904,maison,in-store,2024-04-05T11:32:30,-1.0,False
S0014,2,maison;lifestyle,4.38,395,FR,C100264,37,M,high,sport;enfants,silver,90,14,462.28,P465,accessoires,app,2024-09-09T04:38:54,-1.0,False
S0188,16,mode;enfants,4.91,568,FR,C100265,69,M,low,luxe,platinum,90,13,436.44,P492,gaming,in-store,2025-05-14T13:50:07,-1.0,False
S0110,12,luxe;montres,4.09,45,FR,C100266,60,Other,low,deco,gold,60,7,19.18,P985|P847,accessoires,in-store,2025-01-04T01:00:25,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C100267,39,M,high,maison,silver,14,20,32.08,P462,luxe,phone,2025-11-06T08:17:46,7.69,True
S0052,13,beauté;parfum,3.41,1307,FR,C100268,28,Other,high,maison,platinum,3,1,641.94,P338|P454,gaming,in-store,2025-01-21T16:40:18,1.01,True
S0100,10,styling;conseil,3.72,63,FR,C100269,25,Other,high,luxe;voyage,silver,60,13,238.09,P391|P838,deco,app,2025-01-08T12:04:55,-1.0,False
S0168,20,mode;accessoires,3.92,1254,FR,C100270,68,F,medium,luxe,platinum,2,1,135.28,P283|P494,deco,in-store,2024-09-14T12:36:39,-1.0,False
S0063,19,maison;deco,4.51,1494,FR,C100271,74,M,high,deco,silver,30,23,83.94,P751,deco,app,2024-12-31T07:32:22,23.89,True
S0197,3,mode;sport,3.24,931,FR,C100272,56,M,medium,beauté;enfants,gold,60,17,402.08,P525,deco,email,2024-05-27T19:29:19,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C100273,32,F,low,luxe;enfants,platinum,2,20,168.14,P371,voyage,phone,2024-12-05T06:30:28,-1.0,False
S0121,7,maison;lifestyle,3.91,1477,FR,C100274,63,M,medium,sport;gaming,none,180,1,148.24,P161,mode,app,2024-03-26T19:30:32,-1.0,False
S0196,11,luxe;montres,4.39,1491,FR,C100275,30,F,medium,gaming;deco,platinum,60,1,250.06,P451,beauté,in-store,2024-10-28T19:16:43,-1.0,False
S0035,18,tech;gadgets,3.22,1596,FR,C100276,55,Other,low,accessoires;gaming,none,60,11,48.7,P222|P726,mode,phone,2024-04-09T18:29:29,-1.0,False
S0114,11,luxe;montres,3.5,1781,FR,C100277,25,Other,low,tech,platinum,90,6,120.98,P894,accessoires,app,2025-12-28T02:55:38,-1.0,False
S0174,16,beauté;parfum,3.05,1948,FR,C100278,51,M,low,tech;voyage,none,1,1,60.83,P394,enfants,phone,2025-05-20T05:28:57,-1.0,False
S0149,10,mode;sport,4.11,1009,FR,C100279,60,F,low,accessoires,silver,60,5,10.25,P229,gaming,app,2025-11-09T16:37:29,-1.0,False
S0118,14,maison;deco,4.38,66,FR,C100280,53,F,high,tech;gaming,gold,60,13,142.17,P939,sport,app,2025-10-15T11:32:03,-1.0,False
S0195,3,tech;gadgets,4.57,124,FR,C100281,34,F,high,gaming,silver,14,22,283.42,P534,mode,app,2024-06-20T06:58:26,12.12,True
S0118,14,maison;deco,4.38,66,FR,C100282,44,Other,high,tech,silver,60,11,308.54,P118|P945,maison,email,2024-06-08T19:52:55,-1.0,False
S0026,1,luxe;montres,3.8,88,FR,C100283,63,F,high,enfants;voyage,gold,14,1,534.7,P455,enfants,app,2025-05-25T01:51:45,-1.0,False
S0177,15,beauté;parfum,4.71,1025,FR,C100284,44,Other,low,enfants;maison,none,180,3,364.8,P712,voyage,in-store,2024-06-08T20:40:31,26.97,True
S0056,3,beauté,4.18,807,FR,C100285,57,F,medium,sport;beauté,platinum,180,7,233.42,P925,accessoires,phone,2024-06-15T00:26:14,-1.0,False
S0190,3,beauté,4.74,415,FR,C100286,66,M,medium,maison,platinum,3,2,199.52,P290,sport,phone,2024-02-16T06:04:44,25.48,True
S0147,3,styling;conseil,4.21,1009,FR,C100287,73,M,high,enfants;accessoires,gold,365,9,53.16,P949,deco,in-store,2025-11-15T16:06:25,-1.0,False
S0197,3,mode;sport,3.24,931,FR,C100288,59,Other,medium,sport;beauté,platinum,3,20,39.02,P726,accessoires,in-store,2024-03-03T20:12:30,-1.0,False
S0198,17,luxe;montres,4.88,1269,FR,C100289,60,F,high,deco,gold,2,19,120.7,P316,accessoires,phone,2025-12-27T10:47:13,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C100290,39,F,medium,enfants;deco,silver,14,14,339.22,P893,enfants,phone,2024-02-01T15:20:18,-1.0,False
S0148,20,maison;deco,4.52,790,FR,C100291,28,F,high,luxe,platinum,1,8,117.65,P203|P249,enfants,app,2025-06-21T01:30:13,-1.0,False
S0045,16,mode;accessoires,4.12,497,FR,C100292,57,F,medium,beauté,none,1,1,436.56,P612,enfants,phone,2024-11-16T06:39:16,-1.0,False
S0151,9,beauté;parfum,3.26,1508,FR,C100293,73,F,medium,beauté,silver,180,16,122.14,P159,gaming,phone,2024-05-10T09:34:18,10.94,True
S0032,4,tech;gadgets,4.05,1590,FR,C100294,69,F,medium,tech,platinum,365,8,147.06,P747,luxe,in-store,2025-02-13T10:28:50,12.33,True
S0172,13,beauté,4.52,1383,FR,C100295,51,M,high,voyage,gold,14,12,257.77,P949|P994,tech,app,2025-07-14T05:49:47,-1.0,False
S0020,16,beauté;parfum,4.99,1629,FR,C100296,67,F,low,maison,gold,365,18,204.94,P135|P774,deco,in-store,2024-09-05T10:23:33,-1.0,False
S0172,13,beauté,4.52,1383,FR,C100297,61,F,medium,maison;sport,platinum,1,6,158.96,P431,voyage,email,2024-10-03T21:28:30,-1.0,False
S0097,8,mode;sport,4.86,1052,FR,C100298,63,Other,medium,beauté;accessoires,silver,90,12,166.72,P357,gaming,phone,2024-02-08T17:01:10,-1.0,False
S0042,16,mode;enfants,3.15,1000,FR,C100299,56,F,high,beauté;tech,none,90,4,206.07,P789,deco,email,2025-01-08T10:59:25,-1.0,False
S0012,13,mode;sport,4.83,273,FR,C100300,68,Other,high,maison,none,180,15,121.2,P412,tech,in-store,2024-05-28T02:01:24,-1.0,False
S0036,18,mode;accessoires,3.72,916,FR,C100301,45,Other,high,maison;gaming,gold,90,21,73.36,P485|P651,deco,email,2024-08-31T23:43:42,-1.0,False
S0146,4,maison;deco,3.7,296,FR,C100302,19,F,medium,accessoires;enfants,platinum,14,9,408.24,P402,tech,email,2024-05-03T11:34:17,-1.0,False
S0141,1,styling;conseil,3.32,694,FR,C100303,71,M,medium,gaming;mode,silver,14,14,10.28,P474,enfants,email,2024-11-13T08:37:51,34.79,True
S0032,4,tech;gadgets,4.05,1590,FR,C100304,44,F,low,voyage;beauté,none,180,16,262.55,P319,gaming,email,2025-06-15T01:21:42,-1.0,False
S0110,12,luxe;montres,4.09,45,FR,C100305,54,Other,low,gaming;accessoires,silver,30,4,317.39,P260,enfants,email,2024-09-15T22:23:07,-1.0,False
S0169,14,beauté;parfum,3.36,1649,FR,C100306,41,Other,low,enfants;tech,gold,1,14,272.13,P937,luxe,email,2025-05-17T23:24:08,34.53,True
S0015,3,mode;accessoires,4.84,1347,FR,C100307,29,Other,medium,gaming,gold,2,16,104.92,P747,tech,in-store,2025-01-01T23:09:21,-1.0,False
S0112,7,maison;lifestyle,3.29,1750,FR,C100308,18,Other,low,mode,platinum,90,3,152.29,P798,mode,in-store,2024-10-31T12:41:00,-1.0,False
S0065,16,mode;accessoires,4.47,1402,FR,C100309,48,Other,low,accessoires;mode,platinum,180,4,159.13,P458|P135,gaming,email,2025-09-15T21:03:31,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C100310,71,F,high,sport,platinum,1,12,245.38,P657,enfants,email,2025-01-08T05:05:49,93.11,True
S0082,6,styling;conseil,3.92,908,FR,C100311,40,F,high,sport,platinum,180,21,178.73,P341,voyage,app,2025-09-16T12:32:17,-1.0,False
S0137,13,mode;sport,3.64,1614,FR,C100312,68,F,low,deco,gold,90,1,227.33,P987|P402,deco,app,2024-08-07T05:00:25,5.69,True
S0004,20,beauté,5.0,23,FR,C100313,71,M,low,gaming,none,30,1,32.97,P423,sport,email,2025-06-05T21:21:41,-1.0,False
S0134,6,maison;deco,3.53,1058,FR,C100314,69,M,medium,deco,gold,7,1,15.23,P325|P900,voyage,email,2025-11-13T06:29:42,-1.0,False
S0012,13,mode;sport,4.83,273,FR,C100315,34,Other,medium,beauté,silver,2,21,102.97,P832|P317,luxe,app,2025-01-26T01:15:49,2.17,True
S0019,16,beauté;parfum,3.25,1301,FR,C100316,62,Other,medium,tech;accessoires,platinum,7,4,153.12,P185,beauté,in-store,2024-09-12T22:54:45,-1.0,False
S0103,12,styling;conseil,4.49,1475,FR,C100317,50,F,medium,accessoires;voyage,gold,365,21,176.14,P770,voyage,in-store,2025-09-24T19:10:35,-1.0,False
S0009,15,beauté;parfum,4.03,1096,FR,C100318,45,Other,high,voyage;sport,platinum,60,9,218.32,P278,accessoires,app,2024-03-02T17:07:21,-1.0,False
S0184,3,mode;enfants,4.91,638,FR,C100319,74,Other,high,beauté,platinum,3,12,46.39,P204,sport,app,2024-03-27T05:15:53,-1.0,False
S0158,14,beauté,3.34,1598,FR,C100320,34,F,high,sport,gold,1,9,293.5,P199,voyage,phone,2025-12-20T08:01:18,-1.0,False
S0069,18,mode;sport,4.53,1948,FR,C100321,38,M,medium,sport,gold,30,17,161.28,P797,tech,email,2024-03-25T18:42:47,-1.0,False
S0179,6,maison;deco,3.2,971,FR,C100322,57,F,medium,luxe,gold,60,10,252.91,P652,tech,email,2025-07-04T16:30:10,-1.0,False
S0060,10,luxe;montres,4.13,310,FR,C100323,23,Other,medium,accessoires;deco,platinum,3,12,117.08,P708,tech,in-store,2024-07-01T11:57:11,-1.0,False
S0066,18,tech;gadgets,3.22,1277,FR,C100324,67,Other,medium,accessoires,silver,3,11,148.17,P213|P126,tech,app,2025-12-28T15:11:01,-1.0,False
S0029,10,maison;lifestyle,3.76,914,FR,C100325,47,Other,low,beauté;gaming,platinum,2,5,363.16,P602,maison,in-store,2024-03-03T16:01:22,-1.0,False
S0164,1,tech;gadgets,3.37,193,FR,C100326,35,Other,low,sport,none,30,1,150.14,P280,deco,email,2025-05-20T21:53:19,-1.0,False
S0141,1,styling;conseil,3.32,694,FR,C100327,72,F,high,mode;beauté,silver,60,19,16.31,P763,enfants,phone,2024-08-09T23:52:39,-1.0,False
S0113,15,mode;sport,3.4,696,FR,C100328,30,M,low,maison,gold,365,6,132.96,P394,luxe,app,2025-10-13T01:03:21,-1.0,False
S0097,8,mode;sport,4.86,1052,FR,C100329,73,M,high,accessoires,silver,180,1,151.67,P163|P506,beauté,in-store,2025-01-29T02:18:42,-1.0,False
S0016,15,tech;gadgets,4.4,947,FR,C100330,61,M,high,gaming,platinum,90,18,121.04,P777,accessoires,in-store,2024-02-12T11:01:34,-1.0,False
S0186,18,luxe;montres,4.01,756,FR,C100331,38,M,medium,gaming;deco,none,2,24,224.75,P209,sport,app,2024-10-01T13:11:41,-1.0,False
S0127,14,mode;accessoires,3.42,58,FR,C100332,68,Other,high,accessoires,silver,90,7,142.52,P812|P898,deco,in-store,2025-05-08T22:46:49,-1.0,False
S0121,7,maison;lifestyle,3.91,1477,FR,C100333,37,Other,low,deco,platinum,30,7,183.26,P955,voyage,email,2025-06-15T18:09:57,-1.0,False
S0067,2,beauté,3.93,1936,FR,C100334,64,Other,high,mode;tech,gold,30,17,63.38,P270|P230,voyage,email,2025-04-21T23:29:21,-1.0,False
S0102,20,maison;deco,4.99,1971,FR,C100335,57,M,medium,enfants;deco,none,1,22,284.67,P182,tech,phone,2024-03-29T03:48:38,-1.0,False
